Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
3379;München-Stadt;D;26.12.2014-23:00;27.12.2014-00:00;2;;eor;                                                                                                                                          
3379;München-Stadt;D;01.01.2015-01:00;20.02.2015-09:00;1209;;eor;                                                                                                                                       
3379;München-Stadt;D;03.09.2016-13:00;03.09.2016-17:00;5;;eor;                                                                                                                                          
3379;München-Stadt;D;04.09.2016-09:00;04.09.2016-20:00;12;;eor;                                                                                                                                         
3379;München-Stadt;D;05.09.2016-10:00;05.09.2016-12:00;3;;eor;                                                                                                                                          
3379;München-Stadt;D;01.06.2017-00:00;10.10.2017-09:00;3154;;eor;                                                                                                                                       
3379;München-Stadt;D;23.07.2018-19:00;23.07.2018-20:00;2;;eor;                                                                                                                                          
3379;München-Stadt;D;20.07.2020-10:00;20.07.2020-14:00;5;;eor;                                                                                                                                          
3379;München-Stadt;D;20.07.2020-17:00;20.07.2020-17:00;1;;eor;                                                                                                                                          
3379;München-Stadt;D;10.05.2021-09:00;10.05.2021-10:00;2;;eor;                                                                                                                                          
generiert: 05.05.2023 --  Deutscher Wetterdienst  --                                                                                                                                                    
